Address,mint_cSTONE
0x0cb3fead6eb67e27442efb6ff5c01baa823e54a5,T
0x35edbfa848244361002604b1a9fd6daae1727835,T
0x275661b71394962d87506f9ea64067d6ab55dd7a,T
0xbcddca079b8b5d7600c73c3a92f5ca2305c7f09a,T
0x28f6b2b8a3f589e22bacd70d712e6507ce0e87cb,T
0xe3651234f56279ea9e29166e8f8ee74774a63565,T
0x896027a6de1dbe0cfb42da96b8cab1b9554bbdd2,T
0xc2ca6bd493436ab7b0e57c85b0445e85643c717c,T
0xec911fa3ba7026bc6b642164fab6aa6300da0170,T
0xe7cdf89640b413444d625774d0e579c754a7835b,T
0xafeb473a1be6f28425531a0c2e1a7bc77f59f4cd,T
0xcc9bca3877f6f9adac4136fb14c349b0e7780ca2,T
0x848c0ff752af5c446db24383c9b4bb30f2eec7df,T
0xd008eefe0595ab908783d26d43579454a6045a07,T
0x8527497cc5e023dd4db52368e4a739f2af499856,T
0x0929cd0679cb4b7dd3b19c42644f4715f17fbe2b,T
0xb27a7c47e7092b39554cdd448f81f051c2e6b253,T
0x92707f2b91dcb7dd21c9b3cf8b6ce60b4f32a5c6,T
0xca5c1d1942c7eaf0e708c6aa4d7557ba351144ce,F
0x90fc6b0dbf85b126fdab136c2517f4437ff31839,T
0x169c9d6cf976e0c7c36ef758c25a1ff47bbbf85a,T
0x464d19bb970ff3a27d2f5404656c4915564dfa41,T
0x7a221846614aa2a8a6e7c09cb67cf0330f26b5ec,T
0xe9a20e2a6e4b3bfbbb108f0c105623a3ee665883,F
0x0c01307e646673caf0abdb9ce7d4978043298c12,T
0x5483387240c9d94e66341f09526edf954c974754,T
0xacb87ed83f1333759a7944b30cf43154a0d7968a,T
0xb45da2c8aa93cccc481032fa00b28f0fdf45bedd,T
0xdff4e623cca25e674edb0a1f263fcf5aa458acf8,T
0xe9110a9479db4b9569954bf8cf862a13edf8ea9e,T
0x77adcae7d3df1dc372aa932e4684b25d97dd90ae,T
0xfd6231a29661100e9f7e68d37730b040e24cad28,T
0xfec2e3dc24ef7ab876fa7104a6f2f4e772a4e5be,T
0x77f167cdc43b967658eb8ae473f94402c1672986,T
0x7b9ed4e38a90d3324fdede2d700cc9e94e126cfc,F
0x52549de94ef9021f5eba89a97d798c4ef982dfb2,T
0x39e10a928c07246816534891d3cc46087787adf4,T
0x1ffba2d698e3e7c14b5f50895dd5536813bbcc71,T
0x07ec5263e3da1467939ded7910c7c5dd33163a14,T
0xfc7ddcb69edbf6f88668e377e359ede407b80699,T
0x21d26b45675c8a196745fb4a894e9789efee46a8,T
0xb25186c22df5dc8b6341d9d101f12472aa9fecdd,T
0x2e7b647efb20fcbc94f10049100a789170434deb,F
0x451a63c803787464740e60e8559e42dec2f8010f,T
0xf9e8cf2198ee2b0a56a5c9c9ecbfc2402abdeee4,T
0x4a8226b093fd44304b49f274d60cced12b69047f,T
0xebf2adb3df7b75fe724b206a6609bf9fb63c8437,F
0x57c92cd6afebccfeece6e235ab8e116812a61cfc,T
0x61751bc401f4eabe10a238661b4a60ba84910059,F
0x9bbb3f96dac7cb6d9bef013d8dff4ea33890de62,F
0xbce0265664974a11e99e7ceb1496f3ea8e1c0071,T
0xa683edd48f204b1f7d09090ef6fc3e29683190a1,F
0xe0695950af2b7426c9f1924de85319a83c46d08d,T
0x4a82610dbf82e8c182d04d3f92fac4cb56b7fb21,T
0x19dea9c1a9b623e6b33b0e305c36406b47946679,T
0x2b763fbce593fcec52a3698506ef0c6c584f49f7,T
0xdc9b53fc07b39253ec25c42b35e5bd6c6c306b07,T
0xa1357c6b0367a013f2770ff281a0d1b7612ca4ea,T
0x340fd1b38e3344a8924dd54347cfddab0acb76a8,T
0xeb411f3257be96536bbd17fbaa1b16f6b7d063e4,T
0x532db30f69c6818fec504f6c81c4f3ee0fa4c382,T
0xf58820fcef47f76588b203bdeb8d7a8e65de5885,T
0x6117a8d22074b0873c0a7ffdd494a7784694d0d0,T
0xeeeb23b3ae80e2d3dffbe18ebf16ea643357b9f7,T
0xba9a83a494b6f6d842b55fe41426d5f46b5ee4a3,T
0x577ab43afa0d6917ca53eb833c19f0216b70c830,T
0x7c42a03b7918706e7cdcf5948c0954ef86315671,T
0x17b26c045fa17f30254b6e0e26a5b3278fb7222c,T
0x2bb9ce2f0326c61fdb8c263716dfd8e6e7c79af8,T
0xeb6e73d31c786c7434c738e6ce83b61918527e2b,T
0xdf5d4ce14b38d75deb7208f2517b10e9e41ec8d8,T
0xbd3dca1041e8a449f982e650586434e6aa675236,T
0xff11d4b93cd990fd93233f61a32509ce70ba11cf,F
0x29c1c5fd4fef093180e410261774716cd007c755,T
0x3b5f90537fd5e4c2c2492430cdc178b9ae99144b,F
0x48c4c61ac9cc78fb1350605bab4f814324f6e435,T
0xbc98940b639bfb8a19477cc73d1e9792743dcc58,T
0x503adfca87b3415bab080289fb88122710b65534,T
0xeec32807ba1c655538039ae94277c8820c20a229,T
0x55bd2b5127118b2fee6ab990af9bd240c17a9078,T
0xe9ad199e89223308a453073378fca48e779f2ce9,T
0xbf82f5bb5d238f3fc02d55df743f0a594ab67332,T
0x9fce8610ff5092e6dda74c0a97bf0fc722de64a8,F
0x696a406571715af21094c1ee4d999dc78af6d881,T
0x07949213b75d4f046e5ce139717ca76f2dc51283,T
0x93cb82e3463a302d3eeb7d0d35ae361630e84d59,T
0xbbea1a8f8a69230cc4637cdf801b11381ec13a98,T
0x229619449ce5ef1b353b8ec49af3a84f3e84f56c,T
0xa165655e2dbdd2028629b95df883cf49612b8cd7,T
0x4b8dd494dc4282925c2712ba0918f1bd8308eac3,T
0xbe705fa605c9ff440772871ebd0d947db85e9815,T
0x4d76a99711771355dfba69713b11dca783936e38,T
0x590cdbbc894ccd532706b28e3922715a21d0fca1,T
0x6ec69461f686ec0ad31d666bbb31bde562f364a7,T
0x390da5a1049949a80fad3108e56d5c672f828d77,T
0xc6eed2e0d7b4af0570c923a1bcfaa5279825569a,T
0x5c27bf790c170151e4631d25176b26750b0c5909,T
0x06a8a6c6331d411aca96f7bee80675854f94f931,T
0xdf02029807cc9334c306304a04225794adebefec,T
0x398348c7ee2c45b0b2dbb231123417547cf83be0,T
0xe04ce2247a91b289f0094b9adfb614959a716304,T
0xf7bbe7ae95c188112387fc6c839bfcbd7b01c9a1,T
0x4e19b7194359b16a7f72f3abe92e27e13e5564a7,F
0x06bf45d5f770ef44968777c735be9dc821405cbf,T
0x582548f94372ca54894012e41f34972370368b84,T
0x2fc26bcd2840fd6f294bf6621143a5a7a72b8109,T
0x48fcac8baa06b0e7a8991781df812583161b1eda,T
0xeef2e4a5f6a01d5fb89f38211fb4e6a8702d33b6,T
0xd77db750b317d2ed02d8dcb6280fc2833a71e462,F
0xed672d289f38c122e417e22ba42fdfb718b8dff3,T
0x6c95224f2e177bd244dcafb19236373cd5e29265,F
0xe7b538967bf4417ad284bbca172f51524ddce063,T
0xdefae4cf802630763bd0de7bb49555ad063a9fad,T
0x5c34ef092da015a3f9d1fbb5c6c3e9603e052f44,T
0x9de41a9d0a371fe2abf9df92147c3f1d8b3baaa7,T
0x7d34a6e4c70bdb770030092462cfece61b8ea04a,F
0xae5f90eac1a112109f62b033b855c5c23ec3ce89,T
0x48438a50f6a6f53da5bfa368d4a0a086b838239a,T
0x24b905ece6aa9c3a347a1230e1bff82a786dd267,T
0xcc24e43817fadcbb053fae408bed64cbdaf24df4,T
0x229dd005d584a4c0da7fa345be2649012cfceb0a,T
0xc645aa326b10429661e2110d3cccca2d45ce93c2,T
0xba402106756245679c9e49647d229e9e4cb667d9,T
0xb11dcbacc82200721ecceeefb4d80233355f6fe0,T
0xd9a41aef86ac8492f8d18706ca8008f89608d5e4,T
0x8fed471ee2ab5590fa6f07664bace632d1ffce84,T
0xc4bfc5b8266ade7507352ed04a65e027d3596ff8,T
0x642e6a6f11ffec903dfc69e46606e43cbf0c389b,T
0xae8b9c674f8b0123cd1897edaa1bb737a7365baf,T
0x3bc91676c826ee7dda9b7c913d5880ef92ca35a6,F
0x5676f54429c49782ac741064857fcfbfd6035bd7,T
0x09f113e3fc12e0bb6107d34d0bae233aaa641a56,T
0x16ba0ae9c47425c6db6cddba1921e32d5b19531f,T
0x21b7a858d64abd33b3f2dae4545b589b937c60b1,T
0x81cb7aaca5e28a8f143ba5eb54f2310bf4464554,T
0xa4ec768ab8f7b4bb28169dac9d14252be853b8d4,T
0x83f3ed3129d163a8533656a555fcba8e7b9976fc,T
0x0a638575ea8374302f5aa54631a588ee10d60a0d,T
0x6be74fbe852bcf43810f69a33efcc0483ba5605f,T
0x2d83e313db2ec3a017d8869f90232a24c23554bc,F
0xc90c33868557d9b2ced37ac0809fec70b946b74b,T
0xf8f53518bd95e801396d744c751fc52dfd85b774,T
0x03f1472e5ada1997cbf55f764590838856b77556,F
0x01a825a4505cd8b862b26e345b718c39edd98ede,T
0xd5ad627a83c374119ba0d4cda6ccf5fb023b6fb3,F
0x753b567fdb065a407db18c4978b7326e9b619593,T
0xb64065d6e6d4436f5f7063d109d2b4302d86a2be,T
0x2a5d4a48e6bd7d3f8c4aca5a243f426dcfac9f2c,T
0x88787535e82b869d37f33190f823040b4e8e0675,T
0xf8be7bf8c63ca8e268756d34ebb4b7e2ce6f3c70,T
0xd8a0e408632189e12359e8905ea06f8fb26c5dfd,T
0x3c8bb490ddd04c1e1b258bf11cdc27a64e55d500,F
0x802359215cc2827583e8135f1be073af85da628a,T
0x5d5a267897794bc1276b91e97ace4f7ef5c60f68,T
0xf4ad0f57ae214423f718429eeb5363744bb7c2f8,T
0xabb2404ba1d49917ea873aa75c1f8017ecfea3ea,T
0x83c1666a6297886a7b20bb580389645da935b431,T
0xeb3458206308a38d775a732c6b0cd19f65b31e67,T
0x7c6d156b721cdd4aee6ef169ffeec4f9c3a51350,T
0xe58564b8ce8344afdfe3a111bc0b541ee7f5f7fa,T
0x696a64e79114ddf1aefdd7f445fbb2b3dcac4b2c,T
0x6b5037344bfd9306c2a03df8bae13a00257d152b,T
0x80d90dadde67bf14fda0c5c73cff65e93bca8a66,T
0xa9ae592c0a092d3fc02b8af5ead8d508f88c5962,T
0x0ff5fb5062efc8bebe1b11cd06f2c608370cb31d,T
0x4e1894cb5c7f530a7eb1579a297a39276ba233dd,T
0xbef7f458f7b6875f314177c25e370c3b64ed5b08,T
0x97843e39b6d0db171568bf472c59f75bdd32180f,T
0xf1a62aa9a35f40b1c1e04e597247d3ab9a53d1bf,T
0x8647139f26fd8ff9c4b67cb425332d24e2234692,T
0x081443212e1566e53007ae5b0ca32c2b8fc62eb3,T
0xabb0a1000d4492761c3012c409726f31adbb003f,F
0x4bee1ae8193d45d9fabe90fb0556b9365019c53b,T
0xd4857488f2417af9f607401f35433b22ebac3634,T
0xc5c2a657bd2361870af39ed1a587a25114629fa3,T
0x27d5f3e240cb6d7c439a2044e27de90164ba8997,T
0xd9ea65b3abf8527344da145cdd65e2bac7df7853,T
0x0ecddcf41754360ab129d7ca4c8abf220f9c32bd,F
0x674d197892fab4c3c909d81e0bbc4863e209ec21,T
0x9debadcaae4820092c8ff7dc741c9ec7d9e95027,T
0x516d20b8b752839127cadad8ac2536e4e3cd83d4,T
0xb49f1b1a89e62fa3f314a42baec68b4026b06304,T
0x56f1879653662fe8cacdbb759bb8f42507d75d49,T
0x53ba088a720d7b1691ad63ac4c3855324d5322c6,T
0xe3103923a459637556143c98ba2370c2ad99e749,T
0xeb9208af6380bc536901d7a7851d6f5e312d3bdc,T
0x0bbc21c238b07f10c95f9f8c61f450a7754e0fe3,T
0xb8f0b38e5ece58931ef48ed9021131ffdf40436d,F
0x325ebb4c83eef53563406a6fef20f760e2e85f8c,T
0xa23f69a3442eb430fd5917de726dfdcccef9af5c,T
0x36ef63784e89134a9b18812322139ddffeae5a24,T
0x99bfb299723977247f34ff07672e3abb7860521a,T
0x4eb8f786162e206fcbfb7baece4d47fcb6b068e2,T
0xf8f6f1924706b8775a4a92326477081551a82363,T
0x41daebf2b43817895429244024caeb7fa0bcac9f,T
0x9237bd75b6d58c9cab428f131ec2f21b036d3aa4,T
0xf01d8b5931d6a89cb5b4fdb08d7f4fffaaae568e,F
0x3b47e73f086ae152b36b84041e04de9e4cd3935a,T
0x0200af73b9b87af51f144d640781dd412774a818,T
0x4ba1c1aa5902b160fab430c540f9ccc5ad447971,T
0x936234a3b047c03f54b067d15dea102aa3767e12,T
0x18d2a9524e77f1f3ebe458bc4d39443f8ed856c2,T
0x9f679d8ded653f26b43ac3548758e88e9c856ebe,T
0x9ff0f662411a99cd8aad69f3183a0896fbf2497f,T
0x96b31bb3edb9f8c3a6d40f8caf8c3a7bc334d4c0,T
0xf5d0495bfaf012940711f8ecc42e83c42a14f658,F
0xa899250f29276c9136d0d6d26b034d2070558fce,T
0x9a1296b95d99640131a193bcd3e264ed49d17686,T
0x941b13448fedf8a00e9de08647d0be73fa9cd4a1,T
0x77981ddf15997ee90a299a35bf53c0db284fc715,T
0x2a64eff11baad80130c0716893d295fb55cb815c,T
0x730f4d4c2a22e4d29422ec35f9ccb854d98361fe,T
0x6c05f59d235d97ee68c0958c9abe05887cfffc26,T
0x0f0b23865c871df546a78bdeb19dd518041dd499,T
0xef532911656c39c6bc23fbabd05f816055949cf7,T
0xef21bd3acd8f312df5a49a605dffca3366b2eea0,T
0x834c673130c085057531f227dcbd375d803d9a98,T
0xa5449d6e76e5a1f39d7e877c8594a597e4df676f,T
0xc4c432dda413ac8ec421844703e831985a6833e5,T
0xa99a210716c13e62aefe0df255799c9fc1bc2a9c,T
0x594b6e28caa955be0dac64c4d211bdbd6640d8a9,T
0x988f0a7b1cf427ab08e7aa661844b109dff74ea1,T
0xb5443bda5ac69b735a7d1f7f66271474df815621,T
0x96a2f38e16071ceb3c8a02b6449005a0e9d18b35,T
0x78a4d0d04a784ea7c47ecae28f43d9bdea1712a0,T
0x657098a972c64e7e14e7eeb22bcfbc92b2c2392d,T
0x5815e1412f48d1f8546d47fe078def8c426e0ee1,F
0x1a4d76fa257461bfabc2f28640aba9d947be0f8b,T
0xdc6159942c92d1fc5fd1367454a4551b21563611,T
0x956befd0d3c8dc001f9a61c741d0ef1d4e62343f,T
0x5366b9678e37f018898f749a3dde4ee078272e81,T
0x5720ed1ec4182e6fa41d69da5e8bd3a7efa9b991,T
0x87e4ad994b82ace50da5d5d182a8f2d1941ff030,T
0x609fe9592effdf73231e595808f25a6e9b172465,T
0xb734b74ed4851267844827b18daffd74350a44e2,T
0xaf6cf6a57976f66b2bb7ffb00b45a491d1657093,T
0x7e6de71c9b6689c04cc25d39db35dcb2004c7585,T
0x213644d386870aca6b917198270dcf1a1c4b87a7,T
0x0bec5489d4cf4de1bf4a8a07a2b3fad3bf63f049,T
0xb96bf27eb603e2215072277ac0990cb191e31ea5,T
0xf96f2fa7060cea6c44a9e2b8fff4464ab7b9079b,T
0x1fe66ce3f26b4039b737dd1e3ce6566c153339ea,T
0xff19c6706e643c077de8574cc33f7fb81dd161df,T
0xd1d56e4ec7b6fbba2aa00e62df188b971bf0152b,T
0x4354025ced9a46ac185b8be0d648501d325ff7f6,T
0x8cc0a0c64e75e8082ebce935ea8f51c9547dce30,T
0x76efce5ed37a6ca0ec6217668dffaf2d4cbda293,T
0x427a077f3179dab009961b5990805794d492b3f5,T
0xd044d93513a1c61ae09560b9e252ce4910c3c92f,T
0xb9b7e41ee79f2b741c000a3cfaf2f5fbd13cc029,T
0x3d66a146b1b6ee9cc1e09eb7d5e9e2402c7315f2,T
0x1fc46dbf6d3d3acf2abc242acce6d810a7ceea8c,T
0xdfdaaed52c1727a3e1548c7a6a2d9ff2291742e7,T
0x8eafdd38ac1d463bdc8ab4471e7ce4fdac3c0bdd,T
0x4252b93af45f48424e8c0fdc68de1296f8b95874,T
0x3a3f755bd53663b4237a3dd0a40298afb34efddb,T
0xcb33adf49ec838a5d3e160547b7e8d0777dbfaf9,T
0x4debf51f2f44d750131d1180b6d8b06c0e45d263,T
0x579d3f50b9e6455f9cc0f76a85e141bf6e14c9e4,T
0x765a16ca391a6b9249cfa65bf2d14c38722198e3,T
0x2a31344c2667241f696d43d26c7e56b5ba8aee6d,T
0x11b0c4093e5770f7e584ef763b6ea7d304889a29,T
0x9687761d9b2154517f6164f9250b335040ed3598,T
0x4dc99eef45eecf71d43c3bd31cd8c796339f4a19,T
0xfb68ee8a76876f86af8eb8292d7b66a5e4e50c79,T
0x259685a944ed816c4b89e73b8c63e1215681ecbd,T
0xd4397c01cd65d54020085a7b03cee49c51ea4949,T
0x7440e1407f95f33206fb72464a63cd54b2ee6282,T
0x1bbd33a95889c76931ddcd072c2f74b12cf4af17,T
0xb467646f6cbbd41e9cad139e626dec1cdd7dc043,T
0x742fd35c5a8b351e79d5ec9d8ce729b3ecbcad6f,T
0x428706b0b465de5fbe4184e4302c55b0268cd346,T
0x96c176d0b2f7685ad07c64c13927b5f80106a35d,T
0xb75db0808d706729a3c07dfe3a55d9f01caeb173,F
0x6d50deab21a297268f246db2cd7f2320161cb103,T
0xd3b5977685ffd8a43bf37154b00af95bf39b5092,F
0xa50a5db266af9f83f8a3e47d9e4c9108be3792dc,T
0x7f8cceeb122b4528807736d4da687832c4622084,T
0xf65b2cbfa9f256a0872f2940aef3c53f4bc045d7,T
0xdb5dc95a58a604cb86240515df17247de4491201,T
0xfac07e5ef4c22baab55fbca80bf59cc1eed550b4,T
0x114c5a7b49673fd09f35858f8dd3c345ffda6cdd,T
0x3451c0a99b4c8fc70db73db5b30a109d57140804,F
0xc85fcc44005a1d24142c6b347a0256b5e9306c10,F
0x4b269fe465ae7d33a6e6edfa5dde27370a9658e7,F
0x0e6872f039e1813f3b1da1d2e25b2dea664478b7,T
0xbe067bbbd6835d0e6ffef189d6b6ddd44a584c97,T
0x2cad9f1bcfe2aa318f1702a3ededbaa8e7a8b113,T
0x2febdd0be431ffd2c61802be86ecaef922351958,T
0xfffcbafd962feb657b5fd1f54bc2f58c18977752,T
0xaac1d36c2879091b481603024b8992346bbe77f1,F
0x2f9e349a4039cf477c453ea397bd1621e55e7e8b,T
0xeb3f9088fdddf0e30b557d9c8f3f2f6e06d171f0,F
0xa243717210e7585df72ab230a14b6055ee520e03,T
0xe778865d4043c0e65bf49bcc334936c53a5f29e7,T
0xe5664b93ad268393d1f695c4180993e60c59fc3e,T
0x0e277d0669f0ec67e4bfe3fdb8f497b35f8470f8,T
0x3669d756f35f4fe56563ffe0eeb65384e61e2425,T
0x7373734f4c65912a21af8268177c7369c2e69df3,T
0x8cb67aad87caf85e8743a3c4cc265850812aa0ed,F
0x27137b08a687920c25f9f9b2b5850451cab8d8bf,T
0x2741e1d3f813f4dd073b71dd0088c2c8ec33df1d,T
0x6ad6ce71f459a9c66195d68ee783b3ffa5ee4f2d,T
0xe205a1b3abf6aa669d43f63428839017d6fc8bce,T
0xb6899a6dcef90789d858b24937fbe0b24917e44e,T
0x517ce30a9416e647b4cec04cbdb840b1ecfd70cc,T
0xa2f965ff11a6360e5ea004dcb4f164dcd0e3d66b,T
0x62d28742b09b1a597255951257cac6621f0d2b1b,T
0xe635f8a0b167c6d9cb2ef057fa7b42c63de5fa1c,T
0x2e29e5a0035a31bd236caa2f99005e0175ae1e14,T
0x47be9de5883a1d4f936cf6cc9142cf2f6b3c7352,T
0x4074baa99dc007c4234a654f0f21214756f72296,T
0xed2392c68feebe8ec7db43b3fe84117222044b83,F
0x66646717343cd7bce59af0dd2200b8365b991062,T
0xc5ed8bc55129b31e4a801fda5489b27bb96ded3f,T
0x4176d3855e6c9da8be65bbea5d603b30acd6ee70,T
0x985ccb862cfe09bb0f5e322556eb457e4c9fcc7e,T
0x0a5e494dfbe04de56d2c72d967c4ac3a7e923ae4,T
0xf985853c5b13c852985fc23201e6773fdd573c0b,T
0x9d9774d2415061747b3b3c33b0b0147671869c21,T
0x22865fbd658be6152517ff178b4c2d51ef34db1d,T
0x1ac73b10e8df7e000b0f754773bf94420ce1a463,T
0xcc49a5fb899854b928ab17fb6d483e05ef8d0fe1,T
0xafb44189fc42afe4558b43b4868c90501affd10f,T
0xd47f4af50c007cf5d0743963a5b3cca63e8c8fdc,T
0xcea1ff53d1d1fe7b68de007cbd193e4d4ae58ac3,F
0xc31acec5d1bfc889985709a6aa4da6bf2f7fcebf,T
0xf54bea730b17782992cc2ef9867138b7e1f2ffca,T
0x9b4fe28d8d4e146ac201ed37bd7bc178a55b0d1f,T
0x76a7055455256f2df7d1b221966310287187a8a0,T
0xc0670aa54ee845f4031e3fa1ad7656d70d4976bc,T
0xc347c753abe03dabfe6b6befdfc30a5721e15843,F
0x039d2c849e6f2d52c08191da10a42e61c704b8a4,F
0x440868c2dcbc06741d5a6dd7a37336534e66f67a,F
0xbadf30cd78c85e15a9c98560c4fe32b842f985be,T
0x243e23c83135ca0fed2f9f5df9068de644929433,T
0xe73da307516455d8b0cca2e2837ed4441362a72b,F
0xfbd6121ff0fe8b21436de4ca4e86aa623f6e7cd9,T
0x65296a6b332225146368e596697a0059c175fc12,T
0x4c0799c5043dc2c61dbfd40ad8c20096737c050b,T
0x2edc588ca92c3f4104a3a2ccc1f42ff8d89b6489,F
0x82683f46c69e068f244d86103317b37ebbf93779,T
0x88ff5a8a5f1fe61dc7aceb1a4fa260f2facfadd5,T
0x69a7716584fd35a922e88ed46d8068eebbcac6a6,T
0x9c5d54793f7ad0f15c76998bd0d06b94a7f2c9ab,T
0xb3162c85916028fadff932556c3255556a08c157,T
0xe2fdaf26e29f7f892cbfd7e2cb678b73a2493f2e,F
0x544e5713e5b3c3249bbf8a865697fc363cbd4e53,T
0x503ece84aac5b25e053f4a593253ccd4e6ba2c2b,T
0x54e0f6b227b10d9e202d881e91a8679765148e58,T
0xdfd37c7de9dbec40b93d539b5fd59531a83d8844,T
0x6f918efb09431522f2d04f573e644299bdc3f8b6,T
0x843d16ca2249b644198623a2f832f7c92b7e4335,T
0xdb79b170133f6928678f9df0b9b571b23d7e0fbe,F
0x705bbd24fa45a34c4df02ecaa57fdc7fefda90df,F
0x2aca790b45382ba81ff20a9e94451998eef135f7,F
0x1505b70834c778326f92d8f1c7bfe9cd7333db10,T
0xe55a6d9735d2e9bded7974fa9b5a9be8ac409446,T
0x88509ccd66a55850cf0189e5e9d713c097ad1f6a,T
0x00b89268aba8eef7be5a78e773ca73a218aa2f3a,F
0x9aa6338d7bbe40a810fda546e05d1b9103d1b5e5,T
0x4d4c96e1f3591997af0a132cf66eda521bccdd12,T
0x3c579bac3df4c1da36ea67307a4d72127d2ac218,T
0xb45f564ecd47b347120085679c3e6f56d122de16,T
0x89249f352edd0b4e45e7e90f1cad69460f27bd55,T
0x1ba00ece4aabce800c8a55eddbc88f4b21d1737e,T
0xe71adc7fc42abc268ea8f882bfbe6f62fb453cb1,T
0xab7ec413ffe073209d97c903245eb8a6004d025c,T
0xaca8338be62e8971e96d1bd5a6fb511c2ab58fa8,T
0xc5ce00ab3b67eb621c3f10202c820a26304ddc0d,T
0x97c3aeb16f36decbcd248aec2c9d38d7da095a7e,T
0xff3179b4f7d36f5be8c3e375e2ab6254cb8a2093,T
0x140c21b3f5b0bc529d6b2f12160acbdcca129aae,T
0x84b6d978bbaef849160baf519ca37326f4859e2d,T
0x58350051676b96ec7f4377fbc8da3b42674a3ce1,T
0xc03a9081ba8b9213d72fb436f9db2e7ab447afd9,T
0x48eef83e73d4eaf09962b34c296c13adf97718b8,T
0x7d800cdd439c87da44ab1d91c6a878a8051a238a,T
0x98b5cb3c0dfe7c6c10a68a7fed67de639237b291,F
0xaec5d3a5cdbef9e1c7b0f93d26cdca02d0f51288,T
0x8e30d8e09f6f56a3afeb539145b8c146d2812e5c,T
0x39f7771242cc5e7db3601df274cfb4868df30d51,T
0xe9fdfb31ba64ba8915a6ba0cfee651f538af4ad5,T
0x0bdd4d69ec9b16839eb1461cb5c1b946a3db6769,F
0x82c62be7908c9dfe3ec18595b1370b9db81ef1f5,T
0x81ba93b26bce8ca5d649b6607df15e6d45462d8f,T
0xfb08c332e186b1ea10229310d4f68b274a8a89f6,T
0x6c7135821d60ad9f9f133f955ae8be149d3f82e3,T
0x84ff4746e71e1c563b4d191368f6a91ea1648a47,T
0xfaa5cdf502eb33d45a45d3ca09343c6506959a1b,T
0xb1ea2d007703b26bc2e0a73735a48e8cd6fcd375,T
0xe1839ff0983942f01532e3835a246ae170c6b4df,F
0x0316ef7db9c49e6f35b2a4a531734c839e2e2925,T
0x51a8aeaa243497ae091ae0191fc9c3f2e2c52152,T
0xdff03d88d3f4fd7339e67db63ecdde7b251fc39e,T
0x7306df4735be0330761a9894fa26ddec7954450c,F
0x896e0a8b9b9c0370aa928c7b547a1cf4c6a4e99e,T
0x9c01b839c6091e519fd4749efa8b81e190c6d892,T
0xcb2d5a824afe32b3e287a3104c23a110d5c2e212,T
0xdcb0ab22bd70c310884e44efef64feaca92dbd62,T
0x701609fbb481fb8bf7c7ce5696f6b3bcded735b2,T
0x927e5beb2d365d3d14f7ca178fb393ae73c2147d,T
0x6dcd97d03656abdb43d71696a96398861ffcff95,T
