user,holdDuration,holdAvgBalance,holdLastBalance,holdWeight,pancakeWeight,finalWeight,token
0xa4aa2626993930a7d7c7c032aeb6de2a4c73bf46,864000,297450.353410855596164263,297450.353410855596164263,2974503.534108555961642608,0,2974503.534108555875718594,6390.617355456286356896
0x4e6152d1b627cc2f5cfdfd9c9df62b8bb781b864,864000,254715.450237755682171180,265035.350660037139035494,2547154.502377556821711779,0,2547154.502377556636929512,5472.472828915645515757
0xbf8f6b554d0910674a950c82b1d9fe230f0ae2f3,864000,251535.585173837365896332,289362.482928918409799659,2515355.851738373658963308,0,2515355.851738373748958111,5404.154534341571244360
0x3e499ae3d6650636869a4efc80ed64bab20ec534,864000,203785.475209621150065510,203785.475209621150065510,2037854.752096211500655080,0,2037854.752096211537718773,4378.260034761764566529
0x88eaefa1c2e797d40211de1a8773f86e318dd8b4,864000,149730.064698153153336206,159699.088522133761803712,1497300.646981531533362049,0,1497300.646981531521305442,3216.898346635781251960
0xf301bec395546c22b426ca2909e1bc7d9bc6382f,864000,109731.606836254075223736,109731.606836254075223736,1097316.068362540752237334,657.324475889564156719,1097973.392838430358096957,2358.957634321781015918
0x915579036b62ee9f6347a0b8cd145c562867df2b,864000,102519.476037310699766625,102519.476037310699766625,1025194.760373106997666229,0,1025194.760373107041232288,2202.595274551158713267
0x644ca4c761db8d6b1d9b2cb79d9604d197a561a5,864000,90000.725244577884480482,90000.725244577884480482,900007.252445778844804800,0,900007.252445778809487820,1933.634269236209932634
0x5ebe7111b4855881da56c1091c17319ab4965919,864000,89266.137283883101526452,89266.137283883101526452,892661.372838831015264499,0,892661.372838831041008234,1917.851902475189455116
0x5665493d4f3c0ef0d9a549b8d2eca1b51a9cd7e1,713953,99945.938614462328606328,99945.938614462328606328,825887.762865870635364263,0,825887.762865870608948171,1774.391124605393723782
0x42de065c7ddc9293f3bf17f06bcce01512daef03,864000,80478.916979513428814071,80478.916979513428814071,804789.169795134288140686,0.000000000000000000,804789.169795134337618947,1729.061531445584028740
0xa42e560d95c86eddbd3de483129e4fcd9729b004,864000,73338.364697810597227096,73338.364697810597227096,733383.646978105972270942,0,733383.646978106000460684,1575.649249981716269799
0x252bea6e56a8c070e7cfcae3bfa5b2687b65c177,864000,69093.612334527783891462,69151.667898037068807407,690936.123345277838914602,0,690936.123345277854241431,1484.452222271547661987
0xa74e3b7346fdbbc17c2a1fa7aa5d436cf3730b20,864000,62983.955194288992957286,62983.955194288992957286,629839.551942889929572841,0,629839.551942889927886426,1353.188364257679509852
0xb6a13fa6f23e7402ef62c644746fabf4004434de,864000,52440.697823457269353760,52440.697823457269353760,524406.978234572693537580,0,524406.978234572685323656,1126.670147807577137989
0x064727a0d5a99be07b8eb3112c6f792798921bed,864000,33908.569977932993062373,42766.911385225426266056,339085.699779329930623712,0,339085.699779329937882721,728.513828660235605317
0x620597b2f681d5fe82e6e16baba6fdbb6beaee07,864000,29436.320691779533471844,29436.320691779533471844,294363.206917795334718418,0,294363.206917795352637768,632.429108711887332546
0xf97b6293a956b0ba5348bb684eed32c4c21e0ed3,864000,27997.273097591601416347,23161.427938962754140545,279972.730975916014163458,0,279972.730975916027091444,601.511671817662449921
0x31d55c6ebc1b2b4fcf5b9c33362bbe39f8f4067f,864000,24295.297813742067141791,24295.297813742067141791,242952.978137420671417891,0,242952.978137420665007085,521.976020818581633588
0x0df6abbbd058f3e7c9090721c8af30cd8c52ba74,864000,20106.234838243592912995,20106.234838243592912995,201062.348382435929129930,0,201062.348382435942767188,431.975460229760764204
0x138b3885c2f15680ac99b0fd139731b1fb6ba56a,864000,19729.321149863063948937,19729.321149863063948937,197293.211498630639489348,0,197293.211498630640562624,423.877600769003600343
0x399befbcad69f9aaa8b8345cbd7bf45157e46cf6,577871,24964.802234795942869444,24964.802234795942869444,166972.630002589887753557,0,166972.630002589896321297,358.734886324659932203
0x6e1c5acbabaf0b3c73d4412c17c40d2f1d2e183b,696186,18536.023101475825149816,21906.454125357051976658,149357.867811620935274869,0,149357.867811620933935046,320.890182602168679649
0x1ee250bef4127441ef88ef16c6dde8b286c6bdf3,864000,14900.156576890749997780,14900.156576890749997780,149001.565768907499977780,0,149001.565768907486926764,320.124680059697677258
0x8a16718aca875d59e348b4d276cc5ecbede68b22,864000,11125.453621447250760246,11125.453621447250760246,111254.536214472507602443,0,111254.536214472507708706,239.026500339501767049
0xba80b1c3916f8400050f292efb8d4093ae9a894e,864000,11031.257757369159824101,11031.257757369159824101,110312.577573691598240988,0,110312.577573691596626304,237.002734971981174158
0x188ff434d753f1aeb2689c6b436eecbc6ddb67de,864000,10254.841928481358438734,10254.841928481358438734,102548.419284813584387321,0,102548.419284813586273231,220.321711015395492463
0x0677eccafc56c7f8971d336e3bd2f7ce90d27f60,864000,10200.700355937280906519,10200.700355937280906519,102007.003559372809065168,0,102007.003559372809831984,219.158498165975994019
0x9491aa5b4af46f2d9a3a47c054a550ee53bbf398,864000,9511.271554523592740403,9511.271554523592740403,95112.715545235927404011,0,95112.715545235929312184,204.346360230540124084
0x7c99794f7e145e006be694ede8f3c8c64e87f820,642584,11686.739737763288145697,11686.739737763288145697,86917.962588551906826545,0,86917.962588551905355416,186.740218611227329346
0x834c673130c085057531f227dcbd375d803d9a98,864000,6998.457123206618601217,6998.457123206618601217,69984.571232066186012149,0,69984.571232066184165888,150.359416420678724251
0xb30d1f7fbbfc689d8b1ad61b108665af12ec18d7,864000,6882.719540004811077632,6882.719540004811077632,68827.195400048110776300,0,68827.195400048105511814,147.872834712482152356
0xe39b116033a0a3578d5d1ca8912aaa7d70c4c8ed,509746,9751.065320291196728438,9751.065320291196728438,57529.705355985606105709,0,57529.705355985606729519,123.600570409956192375
0x3f8448414951a21cbf7b969f317c24cd28a79f71,864000,5062.650498714150847623,5993.574688305650655176,50626.504987141508476215,0,50626.504987141510355286,108.769284590506466179
0x99d853a3eb78428d46b48ff9f75b9fb141eb1f78,864000,5003.421188989559719866,5003.421188989559719866,50034.211889895597198641,0,50034.211889895595959388,107.496763477866040297
0xe0177af4dd48bf49e9c8ab183388b7b26e50f92c,864000,4976.652296681510499258,4976.652296681510499258,49766.522966815104992560,0,49766.522966815107793082,106.921643139939039586
0x80f22b126c2c3c1e9df7fca3ad4867ac24090e0f,864000,4917.886930512671644788,4917.886930512671644788,49178.869305126716447856,0,49178.869305126718245447,105.659089693180821144
0xa3c9e754032a4a2c315538cf13029e6f99ac5aba,864000,4903.481650662396675930,4903.481650662396675930,49034.816506623966759282,0,49034.816506623967143241,105.349597267417197454
0x9bda90dc2af3c492b7a7e70909494ebc9714b2ec,168095,21870.833680910606028798,21907.454125357051976658,42550.668837878105560306,0,42550.668837878103659023,91.418631594637315591
0x153f53c1d7a70e403ef74865e5c2f21b1b5d16f4,864000,4138.595177242567208500,4601.466302304106930830,41385.951772425672084991,0,41385.951772425672970712,88.916277501819897627
0x5d136f7d3c61c6ea22f34006908fe12d392b0b06,708635,4761.819479369737448463,4908.858693255058694244,39055.462346795994175811,0,39055.462346795997291338,83.909302052184132923
0x9f21ec6d39a7d142610dfac10338a32e65909cb7,639383,4800.050452861325512724,4800.050452861325512724,35521.651142382325119227,0,35521.651142382324906066,76.317031626255732725
0x40db81cd619537ac167bc6c3fcff7c088798e9bc,97982,28398.348110792929938291,28398.348110792929938291,32205.172969811491449229,0,32205.172969811490474967,69.191693657889538166
0xd0af2d72d13b277a189e35a1a6b577704eb1ae29,864000,2641.066958524238301628,2641.066958524238301628,26410.669585242383016260,0,26410.669585242383618606,56.742404735872717711
0x7d5bb80ee053d94293437e700599f680e784c5c5,392068,5006.013958735661225467,5006.013958735661225467,22716.410657101541960020,0,22716.410657101543620229,48.805417957740826819
0x7cb834cc932494613606eb5b50fbe69ab306c64e,864000,2133.757787834684938970,2133.757787834684938970,21337.577878346849389679,0,21337.577878346848592628,45.843043704310140263
0x59c63943f15a35066140e5fe4e8fe0592987614b,864000,2032.285730892977124612,2032.285730892977124612,20322.857308929771246103,0,20322.857308929771534167,43.662951864614717579
0x8e1108708d54177e2dd1c270fec0fe4bbd492a82,329933,4280.841504130826825589,4280.841504130826825589,16347.116666462917674146,0,16347.116666462918146863,35.121211416437343396
0x8e2d5b63493166cfe8a0f4cabf141537c1c0ae68,864000,1621.660540533247373828,1621.660540533247373828,16216.605405332473738262,0,16216.605405332473310409,34.840812512587101996
0xcec5ff7e2e4e5441d02884523683946f0bb82815,673324,1955.214033752067418624,1955.214033752067418624,15237.182107199965770559,0,15237.182107199965685140,32.736555632199946147
0x689cfb3d7b700ad2179a09ec3914d4721d039853,282444,4279.843093832422668913,4279.843093832422668913,13990.925958268573938633,0,13990.925958268573594978,30.059017655398737145
0x62e265c68730fcf3a88dbf836eafd9d95d255259,864000,1008.647772955384690473,1008.647772955384690473,10086.477729553846904715,0,10086.477729553846074850,21.670446477794526975
0x81717be6139d726d6f19b22d99507d61d3742096,864000,1003.003574491331403045,1003.003574491331403045,10030.035744913314030429,0,10030.035744913313465076,21.549182837498236455
0x0f39539a6f1e99bac8e63d30e59b17d22121a11c,864000,991.637197612658536165,991.637197612658536165,9916.371976126585361630,0,9916.371976126585650491,21.304980184798169547
0xe4b551b5e40d2dbaea7f39f1ca3ff2fd41e70eab,864000,989.120263582411301320,989.120263582411301320,9891.202635824113013181,0,9891.202635824112803675,21.250904732838562582
0xc70a8cd6686bed6b986fa04cb6a64736e28b9658,864000,979.549272079096709448,979.549272079096709448,9795.492720790967094465,0,9795.492720790967723588,21.045275310285742984
0x78e9ad2c65440b6155373e9e5a18e8d26327c96d,864000,969.337525329982155674,969.337525329982155674,9693.375253299821556721,0,9693.375253299822361441,20.825879484205564603
0x9996413ab1a4f1bb09fc65ca5c7b6a2c13ec3092,864000,959.466986604418009493,959.466986604418009493,9594.669866044180094908,0,9594.669866044179798337,20.613814393799818192
0x58b97d74c87aa02862d1875413a50b6904de6462,864000,938.527378440076157577,938.527378440076157577,9385.273784400761575750,0,9385.273784400762451696,20.163934197602301335
0x601120fbf3b8cf349485386cb698db87da810f66,639092,1239.111254134123567052,1239.111254134123567052,9165.579741054227994364,0,9165.579741054227270070,19.691929188967642073
0x0f8edb731ffebe57650e34b8331fe8f3784cb1bd,864000,885.136909594776127307,1056.462772256340883202,8851.369095947761273057,0,8851.369095947760797571,19.016858549830449638
0xe2f5a8060ba9680ce4dcb0fe5c0285e42d3e0286,864000,851.434661339291617261,851.434661339291617261,8514.346613392916172590,0,8514.346613392915969598,18.292777471594503726
0xfabbdfc4d456b53b0118e3843cfd4aea7c228ae3,864000,692.494475935670345364,692.494475935670345364,6924.944759356703453619,0,6924.944759356703798403,14.878002885945104785
0x935a7a6090f49404a9708d6ab0aa6066ee0877ad,864000,535.920049776408652719,37.535385424556800868,5359.200497764086527181,0,5359.200497764086321695,11.514055814576557972
0x11754d905ffca6b92e453272356b96d09b41871c,864000,503.579174448972403039,503.579174448972403039,5035.791744489724030369,0,5035.791744489723896550,10.819223360057042700
0xa23f69a3442eb430fd5917de726dfdcccef9af5c,864000,502.014142057562673486,502.014142057562673486,5020.141420575626734838,0,5020.141420575626398204,10.785599183626565503
0xc6d4468fc214280dcd5ea4ab2b0d5dc774d9fad8,864000,491.826863152833081333,491.826863152833081333,4918.268631528330813311,0,4918.268631528330843139,10.566729040670257146
0x799839af7e51bfb88c1b1541a7c595441f0d16d2,864000,491.412285010074961766,491.412285010074961766,4914.122850100749617641,0,4914.122850100749928970,10.557821973511243976
0x9b2721ce3b23d014ffd1009f189787966ae5ad5a,864000,460.617219893505854858,776.299581465594366810,4606.172198935058548561,0,4606.172198935058986535,9.896200713560941855
0xcc2b187ba470c8bd3c4a01b1d01c2c95f87b888f,864000,305.410099752867005529,305.410099752867005529,3054.100997528670055270,0,3054.100997528670177417,6.561629736295607608
0x40af8a35225e59236e207557f5bda3c176f73ffe,127328,1375.732241683006885372,1375.732241683006885372,2027.421699872846072922,0,2027.421699872846147628,4.355844985041878312
0x865d17d9b5622fafa5daf299f28fde885e399164,864000,115.378646250488975963,115.378646250488975963,1153.786462504889759610,0,1153.786462504889868796,2.478870072677199608
0x54919573f658695a22c962b7de9759126082bdb2,864000,106.743734534200448312,106.743734534200448312,1067.437345342004483101,0,1067.437345342004391568,2.293351998672004918
0xecb14c0d0fc162b72c247488e4492a49c78cc751,864000,101.765569678141022019,101.765569678141022019,1017.655696781410220171,0,1017.655696781410256335,2.186397858720074427
0x7812778246b3fe290a97e4ade9fa8abb3c183b98,864000,98.357738610253432895,98.357738610253432895,983.577386102534328931,0,983.577386102534319434,2.113181793863616325
0x2e3026c06dbf0777506d2ea9541e54f511693884,864000,97.870003540809430270,97.870003540809430270,978.700035408094302681,0,978.700035408094322520,2.102702975587182071
0x8e8df055624250f6b3dca93d3357cd3f55d93a0d,864000,79.349919126598450629,79.349919126598450629,793.499191265984506270,0,793.499191265984450183,1.704805405371510599
0x129233e22acefb24376fe19adf06eeec8b77073d,350312,179.994661656763782199,179.994661656763782199,729.795022156299005430,0,729.795022156298955451,1.567939214405868688
0x8a5d5dde858191f83f65e1df4ecce3f4706b9d06,112032,480.498336516299969256,480.498336516299969256,623.046176349468960133,0,623.046176349468964872,1.338593033147252681
0x2e2316088c015f4bf27d86a1458a707af536a324,864000,52.197727544774808438,52.197727544774808438,521.977275447748084358,0,521.977275447748070292,1.121450015903200246
0x2791ff23218b3be5a62698fef19fc04ec6be6a86,864000,51.023810127128353001,51.023810127128353001,510.238101271283529991,0,510.238101271283539973,1.096228808609082244
0x44ee5131a0fe22a9c330866410a087cb01d4cda4,864000,47.815970042155052356,47.815970042155052356,478.159700421550523542,0.000000000000000000,478.159700421550496685,1.027309480440583227
0x0f682c6f6373bb442bd5afedaf761359a7c2afdd,864000,46.585893023229534258,46.585893023229534258,465.858930232295342560,0,465.858930232295335827,1.000881703651777957
0xc3c769395eb95f49e98784e30823cd659f24d6e7,351717,97.917969077540370573,97.917969077540370573,398.604332523672066158,0,398.604332523672042043,0.856387540366217403
0x41d2e73df8180ed5b95462fbfb6b6210b1446571,864000,21.760644225678921444,21.760644225678921444,217.606442256789214420,0,217.606442256789222256,0.467519870324208998
0xe2a3c03c9585b01f76fe2d7ea0f3e9a6eefb9ded,864000,19.856191439627937279,19.856191439627937279,198.561914396279372770,0,198.561914396279377115,0.426603364804466937
0x1ce819a997071304ca1ec1104f07a7f2c7707fc7,864000,17.552384447577303497,17.552384447577303497,175.523844475773034947,0,175.523844475773046270,0.377106873110323921
0x019464b344703efdc94dbbf4b9d66ff335ab3125,864000,16.738457711483515319,16.661145683072764845,167.384577114835153177,0,167.384577114835167322,0.359619940363042073
0xfc8ee8823400e50017f91b0922c7b5bc789f9296,111426,103.924715825180388380,103.924715825180388380,134.026798443710068927,0,134.026798443710077891,0.287951913456814316
0xa7aa2781cbc3c4d668cfbdd87bdd142728a8666b,115954,97.760701687603370931,97.760701687603370931,131.200745410698625840,0,131.200745410698630167,0.281880236838142759
0x4426f66628e02299932c49c4685f4a50a5f8666c,864000,12.908307218354538730,12.908307218354538730,129.083072183545387276,0,129.083072183545397138,0.277330489586729114
0x6e3a4cd61f3ae19eff90a1e9ba6f2673432d02de,864000,12.306471443287128989,12.306471443287128989,123.064714432871289875,0,123.064714432871284089,0.264400257347375119
0xbd14534c9dad5df55bfe9241e34bd7d540677abf,864000,9.992192038099675794,9.992192038099675794,99.921920380996757919,0,99.921920380996752442,0.214678769500501936
0xc1364ad857462e1b60609d9e56b5e24c5c21a312,864000,9.891201920763146111,9.891201920763146111,98.912019207631461091,0,98.912019207631459494,0.212509031965549533
0xcc3b60119ef4f7f064e749f9f799102f8844b385,864000,9.835773861025343289,9.835773861025343289,98.357738610253432872,0,98.357738610253434786,0.211318179386361638
0xee5245eb1ca0518e1b730e516f301a91eb9c3416,864000,9.800846774410956829,9.800846774410956829,98.008467744109568268,0,98.008467744109566411,0.210567783082124874
0xd4150b83ec3136be9ff9f7f696853e29bef688fa,864000,9.763237032995888671,9.763237032995888671,97.632370329958886692,0,97.632370329958888533,0.209759750872832553
0x2584d326d3a0d3d47565af66b799cf8d71d17daf,864000,8.618444396782547527,8.618444396782547527,86.184443967825475248,0,86.184443967825473010,0.185164279374843279
0x2231bec9c6479e4ce9c6aa5e7b997584523987cf,864000,5.332312001181531827,5.332312001181531827,53.323120011815318248,0,53.323120011815319685,0.114562868151613003
0x18b57285f25bf9d3e4157bfa9f460336862b076d,864000,4.952241260916770720,4.952241260916770720,49.522412609167707180,0,49.522412609167709263,0.106397180529510292
0x206e881831f1a78059e4786f9b3d70d9c3cf4c6f,227102,10.632959720543293273,10.632959720543293273,27.948685398782673477,0,27.948685398782671996,0.060046778201316405
0xa3207c3e3f1fc40b26aca8c37be77922a4001a76,864000,2.719494140528545266,2.719494140528545266,27.194941405285452640,0,27.194941405285451452,0.058427385455206300
0x16e868c6d41a1a9d4f4d48a1961130c1538524e4,864000,2.510637553978783957,2.510637553978783957,25.106375539787839552,0,25.106375539787840978,0.053940174357619654
0x9683b75853394b4d664256fdba643d651926c857,864000,2.170000000000000000,2.170000000000000000,21.699999999999999978,0,21.699999999999999289,0.046621695023456089
0xed6e4c3b1d0e93e52cc7c5ad5e4a897822033b13,864000,2.072881000000000000,2.072881000000000000,20.728809999999999978,0,20.728809999999999292,0.044535127097657456
0xbb4a8a6c45ca94139ecd26356bc44aa92fd09ff8,864000,1.986694757231361459,1.986694757231361459,19.866947572313614569,0,19.866947572313613080,0.042683445657299384
0x6934a57c5e15b5c389c214498660493dfffd646e,864000,1.970223241984559937,1.970223241984559937,19.702232419845599349,0,19.702232419845600475,0.042329560882916630
0x00000047bb99ea4d791bb749d970de71ee0b1a34,864000,1.384016161342896280,1.384016161342896280,13.840161613428962783,0,13.840161613428962895,0.029735105705835442
0x9fbf1c50ce7ce2b6c98c5a0a145272612b4933c3,864000,0.990036261254487345,0.990036261254487345,9.900362612544873431,0,9.900362612544872931,0.021270584624133366
0x52866fd157577897ce627022b9c19bd2e622fd7a,864000,0.932696795910000000,0.932696795910000000,9.326967959099999982,0,9.326967959099999206,0.020038666160493402
0x6a395a420ec9e0f3a6789d8cad1013d385287319,654385,0.983056823132772606,1255.299144173966841586,7.445574527844206028,0,7.445574527844206258,0.015996557830026067
0x824cd75db050a171bbfdb8067544bb009a866b87,864000,0.694546731123243600,0.694546731123243600,6.945467311232435981,0,6.945467311232436103,0.014922094874638812
0xe5eae3770750dc9e9ea5fb1b1d81a0f9c6c3369c,864000,0.514108405126509863,0.514108405126509863,5.141084051265098610,0,5.141084051265099042,0.011045440217881822
0x4839054db0269e73e8c76a3dfb14fc33d31a1356,864000,0.099334377179271666,0.099334377179271666,0.993343771792716637,0,0.993343771792716601,0.002134164533731317
0x90cbe4bdd538d6e9b379bff5fe72c3d67a521de5,864000,0.077223991200000000,0.077223991200000000,0.772239911999999982,0,0.772239911999999973,0.001659130583511731
0x10f5689074563d44b0b5d74bf3f5306fb5a10cd4,864000,0.007050188534339459,0.007050188534339459,0.070501885343394572,0,0.070501885343394577,0.000151470847790710
0x6c60f7302fa49fb15beebfb76a4c937e61471766,260,9.768558466320652045,9.768558466320652045,0.029396125014390851,0,0.029396125014390852,0.000063156551856788
0x532c7caf65974f813132c28ce80e6e10e5af26c4,864000,0.000100000000000000,0.000100000000000000,0.000999999999999982,0,0.000999999999999982,0.000002148465208454
0x554c71774445f6a6f162e786ab32fc0dd2d26a3b,864000,0.000000846487829328,0.000000846487829328,0.000008464878293263,0,0.000008464878293263,0.000000018186496506
0xf113e0e32a042eadb435658b68e54a1ebddcf68e,864000,0.000000690881446467,0.000000690881446467,0.000006908814464646,0,0.000006908814464646,0.000000014843347508
0x8e24982724c950b29a387287574d5f2c1d52678c,864000,0.000000675269240749,0.000000675269240749,0.000006752692407471,0,0.000006752692407471,0.000000014507924700
0x636c4804550ae37e25ec9da9632da69b2b68c44b,864000,0.000000585233341982,0.000000585233341982,0.000005852333419805,0,0.000005852333419805,0.000000012573534740
0x77f72dd0ff45b3dd19a61efc2d45f366c47a1432,864000,0.000000323978854637,0.000000323978854637,0.000003239788546352,0,0.000003239788546352,0.000000006960572974
0x358c3e7eaebde09692fb25751fd42831e9f1ec0b,864000,0.000000323978854637,0.000000323978854637,0.000003239788546352,0,0.000003239788546352,0.000000006960572974
0xa24d5da26b126355e9b4f6bd67373715f6eab286,864000,0.000000195718312471,0.000000195718312471,0.000001957183124687,0,0.000001957183124687,0.000000004204939849
0x12c4c3f286808ee4473920713e75ce29200b0c77,864000,0.000000107742316674,0.000000107742316674,0.000001077423166722,0,0.000001077423166722,0.000000002314806188
0x3abcbf98e1bc0f03bb74b3bdab26de6accfca63d,864000,0.000000081606475308,0.000000081606475308,0.000000816064753063,0,0.000000816064753063,0.000000001753286729
0x9fe14f6aae1203afae80a43b87ca991297f5c4d1,864000,0.000000009950733573,0.000000009950733573,0.000000099507335712,0,0.000000099507335712,0.000000000213788048
0xc442f283a3138ac790e811372fbc4f3e33762142,864000,0.000000009950733573,0.000000009950733573,0.000000099507335711,0,0.000000099507335711,0.000000000213788048
0x7e29ab45978079a29f725897fedc0db2a8275451,864000,0.000000006490142543,0.000000006490142543,0.000000064901425410,0,0.000000064901425410,0.000000000139438454
0xa8510bd3b3890a44ca886c54224dcf0f0830dafe,864000,0.000000005233341982,0.000000005233341982,0.000000052333419799,0,0.000000052333419799,0.000000000112436531
0x0f7e09ce5eb89c5923a4d4d24ec655d1e8c811c0,864000,0.000000004257781474,0.000000004257781474,0.000000042577814720,0,0.000000042577814720,0.000000000091476953
0x8fdd5e0e91810ead4040536c1e535711476fa0f3,864000,0.000000002986307734,0.000000002986307734,0.000000029863077319,0,0.000000029863077319,0.000000000064159782
0x513d17c1342b4fb3604b3513986b53cc058a6cb2,864000,0.000000001277589000,0.000000001277589000,0.000000012775889979,0,0.000000012775889979,0.000000000027448555
0x90fa3155f5d5017a0e48a600cc7eb660b1ec8659,864000,0.000000000462641775,0.000000000462641775,0.000000004626417731,0,0.000000004626417731,0.000000000009939697
0x3afed413acb44a48d4f43a78a030bbc66013cf60,864000,0.000000000000497658,0.000000000000497658,0.000000000004976559,0,0.000000000004976559,0.000000000000010691
0x33f3184168de4a75a3f64a1dc86b73e4eb4c7a43,864000,0.000000000000000046,0.000000000000000046,0.000000000000000450,0,0.000000000000000450,0.000000000000000000
0x6f3f9630caeeef4ea119c991506b20a5ee9fe4aa,864000,0.000000000000000002,0.000000000000000002,0.000000000000000010,0,0.000000000000000010,0.000000000000000000
0x4e100f73a329277bc6203c83055677def6aa3a48,864000,0.000000000000000002,0.000000000000000002,0.000000000000000010,0,0.000000000000000010,0.000000000000000000